rating,num_reviews,name,tags,url,ingredients,directions
,,Absolut Brooklyn Ginger,"Absolut Brooklyn,Absolut vodka,ginger ale,Highball glass,lime,Vodka",http://www.drinkoftheweek.com/drink_recipes/absolut-brooklyn-ginger/,"[(u'1 1/2', u'Absolut Brooklyn vodka', 'parts'), (u'2', u'ginger ale', 'parts'), (None, u'1 squeeze of lime', None)]",Pour over ice in a highball glass. Garnish with a lime wedge.
,,Zombie Peep Corpse Reviver,"absinthe,easter cocktails,Gin,lemon juice,Lillet Blanc,orange liqueur,peeps,THIS WEEK'S DRINK",http://www.drinkoftheweek.com/drink_recipes/zombie-peep-corpse-reviver/,"[(u'\xbe', u'dry gin (we like Bluecoat or Aviation)', 'oz.'), (u'\xbe', u'orange liqueur (for example, Cointreau or Patron Citronge)', 'oz.'), (u'\xbe', u'Lillet Blanc', 'oz.'), (u'\xbe', u'fresh lemon juice', 'oz.'), (u'2', u'absinthe', 'dashes'), (None, u' 1 zombie bunny Peep\n', None), (None, u' 1 formerly living bunny Peep in the throes of being eaten\n', None), (None, u' 4 zombie apostle chick Peeps', None)]",Combine the first five ingredients in a pint glass with ice and shake well. Pour into a chilled martini glass. Garnish with Peeps as appropriate
,,Zombie – Don the Beachcomer 1934,"Angostura bitters,cinnamon stick,demerara rum,grapefruit juice,grenadine,Halloween Drinks,Herbsaint,Jeff Berry,Puerto Rican rum,Rum,sugar,THIS WEEK'S DRINK,tiki cocktails,Tiki drinks,Tropical Drinks,Velvet Falernum,Zombie",http://www.drinkoftheweek.com/drink_recipes/jeff-berrys-zombie/,"[(u'1 1/2', u'Jamaican rum', 'oz'), (u'1 1/2', u'gold Puerto Rican rum', 'oz'), (u'1', u'151-proof Demerara rum', 'oz'), (u'1/8', u'Herbsaint or Pernod', 'tsp'), (u'1/2', u'Falernum', 'oz'), (u'1/2', u'Donn\u2019s Mix*', 'oz'), (u'1', u'grenadine', 'tsp'), (u'1', u'Angostura bitters', 'dash')]","Put everything in blender, saving ice for last. Blend at high speed for no more than 5 seconds. Pour into glass and add ice cubes to fill. Garnish with a mint sprig.,DOTW suggestion would be to also stir the ingredients.,*Donn’s Mix,Ingredients:,
3 cinnamon sticks, crushed,
1 cup sugar,
1 cup water,
Fresh grapefruit juice,Directions:,
Create an infused simple syrup by heating cinnamon sticks, sugar and water. Bring to a boil, stirring until sugar is dissolved. Simmer for 2 minutes, then remove from heat and let sit for at least 2 hours before straining into a clean glass bottle. To finish making the mix, add 1 part of the syrup to 2 parts fresh grapefruit juice."
,,Zombie,"151,Apricot Brandy,crushed ice,Halloween,Halloween Drinks,lime juice,Mardi Gras Cocktails,orange,orange juice,pineapple juice,Rum,sugar,Summer Coolers",http://www.drinkoftheweek.com/drink_recipes/zombie-2/,"[(u'1', u'light rum', 'oz'), (u'1', u'gold rum', 'oz'), (u'1', u'dark rum', 'oz'), (u'1', u'151 rum', 'tsp'), (u'\xbd', u'apricot brandy', 'oz'), (u'2', u'orange juice', 'oz'), (u'1', u'pineapple juice', 'oz'), (u'1', u'lime juice', 'oz'), (u'1', u'sugar', 'tsp'), (u'1', u'crushed ice', 'cup'), (None, u'Orange slice\n', None), (None, u'Maraschino cherry', None)]","In a blender, combine all ingredients except the 151 with crushed ice.Â,
Blend at a high speed until smooth and pour into a Collins glass. Float the 151 rum on top and garnish with the orange slice and maraschino cherry."
,,Zesty Irishman,"Drambuie,ginger ale,Irish whiskey,lemon juice,St. Patrick's Day Drinks,Triple Sec",http://www.drinkoftheweek.com/drink_recipes/zesty-irishman/,"[(u'\xbe', u'Drambuie', 'oz.'), (u'1', u'Irish Whiskey', 'oz.'), (u'\xbc', u'Triple Sec', 'oz.'), (None, u'Juice of \xbd Lemon\n', None), (None, u'Splash Ginger Ale', None)]","In a mixing tin half-filled with ice, add:,
¾ oz. Drambuie,
1 oz. Irish Whiskey,
¼ oz. Triple Sec,
Juice of ½ Lemon,Shake until the tin is frosted, strain into a rocks glass filled with ice, add:,
Splash Ginger Ale,Garnish with a lemon twist."
,,Acai Grapefruit Cooler,"acai,grapefruit,grapefruit juice,liqueur,recipe,sparkling,sparkling water,Summer Cocktails,Summer Coolers,THIS WEEK'S DRINK,veev",http://www.drinkoftheweek.com/drink_recipes/acai-grapefruit-cooler/,"[(u'1', u'Veev A\xe7ai Spirit', 'oz'), (u'4', u'fresh grapefruit juice', 'oz'), (None, u'Splash sparkling water', None)]",Fill a tall glass with ice. Add Veev and juice. Top with sparkling water and stir gently. Garnish with a fresh strawberry or lemon.
,,Zapatista,"agave nectar,Cabo Wabo,Campari,egg whites,grapefruit juice,lemon juice,pepper,Tequila",http://www.drinkoftheweek.com/drink_recipes/zapatista/,"[(u'1 \xbd', u'Cabo Wabo reposado tequila', 'oz'), (u'\xbe', u'Campari', 'oz'), (u'\xbe', u'fresh grapefruit juice', 'oz'), (u'\xbc', u'fresh lemon juice', 'oz'), (u'1', u'agave nectar', 'tbsp'), (None, u'Fresh egg white\n', None), (None, u'Pinch of Indonesian pepper', None)]","Beginning with agave nectar and pepper, combine all ingredients in a cocktail shaker with ice. Shake vigorously and strain over fresh ice into tall glass. Garnish with long grapefruit peel."
,,Absinthe Frappé,"absinthe,Anise Liqueur,classic cocktails,Herbsaint,Mardi Gras Cocktails,New Orleans cocktails,soda,soda water",http://www.drinkoftheweek.com/drink_recipes/absinthe-frappe/,"[(u'1', u'anisette', 'oz'), (u'1', u'Herbsaint anise liqueur', 'oz'), (None, u'Soda water', None)]","Pour the anisette and Herbsaint into an old-fashioned glass filled with ice, stir and add soda water."
,,Yuletide Punch,"Apple,chai,chai tea,christmas,festive cocktails,Holiday Drinks,holiday punch,Holidays,orange bitters,parties,punch,recipe,Sobieski,tea,Vodka",http://www.drinkoftheweek.com/drink_recipes/yuletide-punch/,"[(None, u'1L \u2013 750 ml Sobieski Polish vodka\n', None), (u'4', u'chai tea (sweetened according to taste)', 'cups'), (u'4', u'clear apple juice', 'cups'), (None, u'2 whole orange cut in slices\n', None), (None, u'2 whole red apple cut in slices\n', None), (u'1\u20132', u'orange bitters (optional)', 'teaspoon')]",Mix all ingredients in large bowl and garnish with seasonal fruit slices. Makes 16 servings.
,,Yule Mule,"christmas,cranberry juice,fruit juice,ginger beer,holiday cocktails,Holidays & Themes,ketel one,lime juice,orange bitters,Vodka",http://www.drinkoftheweek.com/drink_recipes/yule-mule/,,
,,Yoshi,"kiwi,kiwi juice,Mario,Nintendo,recipe,strawberry,strawberry juice,Vodka",http://www.drinkoftheweek.com/drink_recipes/yoshi/,"[(u'1 \xbd', u'vodka', 'oz'), (u'3', u'strawberry/kiwi juice', 'oz'), (None, u'1 Mario gummy to garnish', None)]",Mix in a shaker with ice. Strain into a chilled cocktail glass.
,,Yellow Parrot,"Brandy,Pernod,yellow chartreuse",http://www.drinkoftheweek.com/drink_recipes/yellow-parrot/,"[(u'1', u'brandy', 'oz'), (u'1', u'Pernod', 'oz'), (u'1', u'yellow chartreuse', 'oz')]","Combine ingredients in a shaker filled with ice, shake and strain into a chilled martini or cocktail glass."
,,Yokohama Mama,"Amaretto,Brandy,Melon Liqueur,Midori",http://www.drinkoftheweek.com/drink_recipes/yokohama-mama/,"[(u'1 \xbd', u'brandy', 'oz'), (u'\xbd', u'Midori or melon liqueur', 'oz'), (u'1', u'amaretto', 'tablespoon')]","Combine ingredients in a shaker filled with ice, shake and strain into a chilled martini or cocktail glass."
,,Yellow Fingers,"banana,Blackberry Brandy,blackbery brandy,cream,creme de banane,Gin",http://www.drinkoftheweek.com/drink_recipes/yellow-fingers/,"[(u'1 \xbd', u'gin', 'oz'), (u'\xbe', u'blackberry brandy', 'oz'), (u'\xbd', u'creme de banana', 'oz'), (u'\xbd', u'cream', 'oz')]","Combine ingredients in a shaker filled with ice, shake and strain into a chilled martini or cocktail glass."
,,Zen Latte,"caffeine-free,christmas,green tea,Holidays,Hot Drinks,latte,liqueur,matcha powder,recipe,steamed milk,warm cocktails,warm drinks,winter cocktails,Zen Green Tea Liqueur",http://www.drinkoftheweek.com/drink_recipes/zen-latte/,"[(u'1 \xbd', u'of Zen green tea liqueur', 'parts'), (u'6', u'steamed milk', 'parts')]","Stir and garnish with matcha powder, a fine-ground form of green tea."
,,Yellow Bird #2,"Creme de Banana,creme de banane,Galliano,Light Rum,orange juice,pineapple juice,Rum",http://www.drinkoftheweek.com/drink_recipes/yellow-bird-2/,"[(u'1', u'light rum', 'oz'), (u'1/4', u'Galliano', 'oz'), (u'1/4', u'cr\xe8me de banane', 'oz'), (u'2', u'pineapple juice', 'oz'), (u'2', u'orange juice', 'oz')]",Combine ingredients in a highball glass filled with ice and stir.
,,Year of the Dragon,"Bitter Truth bitters,bitters,Chinese New Year,coconut water,dragon fruit,fruit,garnish,Holidays & Themes,ice,orange bitters,Pomegranate juice,Purity Vodka,Vodka",http://www.drinkoftheweek.com/drink_recipes/year-of-the-dragon/,,
,,Yellow Morning,"cherry heering,Cognac,creme de banane",http://www.drinkoftheweek.com/drink_recipes/yellow-morning/,"[(u'1', u'cognac', 'oz'), (u'1', u'Cherry Heering', 'oz'), (u'1', u'cr\xe8me de banane', 'oz')]","Layer this drink by pouring the crème de banane slowly into a parfait glass, pour the cherry herring slowly over the back of a spoon on top of the crème de banane and then pour the cognac slowly over the back of a spoon on top of the cherry herring."
,,Yankee Doodle,"ginger,green grapes,Independence Day,Independence Day Cocktails,July 4th Drinks,raw sugar,SKYY Infusions Grape Vodka,soda,Vodka",http://www.drinkoftheweek.com/drink_recipes/yankee-doodle-by-skyy-infusions/,"[(u'1 \xbd', u'Skyy Infusions grape vodka', 'oz'), (u'1', u'raw sugar', 'tsp'), (None, u'4 slices of fresh-peeled ginger\n', None), (None, u'5 large green grapes\n', None), (None, u'Top with soda', None)]","Muddle grapes, ginger, and sugar in pint glass. Add ice and SKYY Infusions Grape Vodka. Shake vigorously and strain into cocktail glass over fresh ice. Top with soda and garnish with raspberries & blueberries! "
,,XYZ Cocktail #2,"lemon juice,Light Rum,Rum,white curacao,White Curaco",http://www.drinkoftheweek.com/drink_recipes/xyz-cocktail-2/,"[(u'2', u'light rum', 'oz'), (u'1', u'white cura\xe7ao', 'oz'), (u'\xbd', u'lemon juice', 'oz')]","Combine ingredients in a shaker filled with ice, shake and strain into a chilled martini or cocktail glass."
,,XOXO,"fruity drinks,girly drinks,Holidays,passion fruit,recipe,romance,romantic,romantic cocktails,SKYY,Skyy Infusions,THIS WEEK'S DRINK,Valentine's Day Cocktails,X-Rated Fusion Liqueur",http://www.drinkoftheweek.com/drink_recipes/xoxo/,"[(u'1 \xbd', u'Skyy Infusions passion fruit', 'oz'), (u'1', u'X-Rated Fusion liqueur', 'oz'), (u'1', u'passion fruit pur\xe9e', 'oz'), (None, u'Splash of sour', None)]",Combine ingredients in shaker. Strain and serve in a martini glass.
,,Yale Cocktail,"blue curacao,dry vermouth,Gin,maraschino liqueur,orange bitters",http://www.drinkoftheweek.com/drink_recipes/yale-cocktail/,"[(u'\xbd', u'gin', 'oz'), (u'\xbd', u'dry vermouth', 'oz'), (u'\xbc', u'maraschino liqueur or blue cura\xe7ao', 'teaspoon'), (None, u'Dash orange bitters', None)]","Combine ingredients in a shaker filled with ice, shake and strain into a chilled martini or cocktail glass."
,,XYZ Cocktail #1,Rum,http://www.drinkoftheweek.com/drink_recipes/xyz-cocktail-1/,"[(u'1 \xbd', u'light rum', 'oz'), (u'1', u'triple sec', 'oz'), (u'\xbd', u'lemon juice', 'oz')]","Combine ingredients in a shaker filled with ice, shake and strain into a chilled martini or cocktail glass."
,,Xanthia,"Cherry Brandy,Gin,yellow chartreuse",http://www.drinkoftheweek.com/drink_recipes/xanthia/,"[(u'1 \xbd', u'gin', 'oz'), (u'1', u'cherry brandy', 'oz'), (u'1', u'yellow chartreuse', 'oz')]","Combine ingredients in a shaker filled with ice, shake and strain into a chilled martini or cocktail glass."
,,Yellow Bird #1,"Galliano,Gold Rum,lime juice,Rum,Triple Sec",http://www.drinkoftheweek.com/drink_recipes/yellow-bird-1/,"[(u'1 \xbd', u'gold rum', 'oz'), (u'\xbd', u'Galliano', 'oz'), (u'\xbd', u'triple sec', 'oz'), (u'\xbd', u'lime juice', 'oz')]","Combine ingredients in a shaker filled with ice, shake and pour into an old fashioned glass filled with ice."
,,X-Rated Flirtini,"blood oranges,girly drinks,mango,passion fruit,recipe,Valentine's Day Cocktails,Vodka,X-Rated Fusion Liqueur",http://www.drinkoftheweek.com/drink_recipes/x-rated-flirtini/,"[(u'1', u'X-Rated Fusion', 'part'), (u'1', u'X-Rated Vodka', 'part')]",Combine with ice in a shaker. Pour into a martini glass. Garnish with lemon or whatever you have and is fun.
,,X-Tea-C,"brunch cocktails,Hibiscus Lemongrass Tea,Hibiscus Tea,lemongrass,simple syrup,sugar,X-Rated Fusion Liqueur",http://www.drinkoftheweek.com/drink_recipes/x-tea-c/,"[(u'2', u'X-Rated Fusion liqueur', 'oz'), (u'\xbd oz simple syrup or', u'sugar', 'teaspoon'), (u'3 \xbd', u'hibiscus lemongrass tea', 'oz'), (None, u'Lemongrass', None)]",Build drink in collins glass and garnish with lemongrass.
,,X-Rated Summer,"basil leaves,brunch cocktails,dry sparkling wine,Meyer lemon juice,prosecco,soda,THIS WEEK'S DRINK,watermelon juice,X-Rated Fusion Liqueur",http://www.drinkoftheweek.com/drink_recipes/x-rated-summer-2/,"[(u'1 \xbd', u'X-Rated Fusion liqueur', 'oz'), (u'2', u'watermelon juice', 'oz'), (None, u'4 basil leaves\n', None), (u'\xbd', u'Meyer lemon juice', 'oz')]","Muddle fresh basil, lemon and watermelon. Add ice, X-Rated Fusion and shake. Strain into champagne flute and top with prosecco or dry sparkling wine or soda."
,,X-Rated Mimosa Royale,"brunch cocktails,Champagne,X-Rated Fusion Liqueur",http://www.drinkoftheweek.com/drink_recipes/x-rated-mimosa-royale/,"[(None, u'1/3 glass of champagne or sparkling wine\n', None), (u'1', u'X-Rated Fusion liqueur poured on top', 'oz')]",
,,X on the Peach,"brunch cocktails,Peach Schnapps,pineapple juice,X-Rated Fusion Liqueur",http://www.drinkoftheweek.com/drink_recipes/x-on-the-peach/,"[(u'2', u'X-Rated Fusion liqueur', 'oz'), (u'1', u'peach schnapps', 'oz'), (None, u'Splash of pineapple juice', None)]",Mix ingredients into a pink glass and shake over ice. Strain and serve in a chilled martini glass.
,,Woodstock,"Gin,July 4th Drinks,lemon juice,Maple Syrup,orange bitters,Summer Coolers",http://www.drinkoftheweek.com/drink_recipes/woodstock/,"[(u'1 \xbd', u'gin', 'oz'), (u'1', u'lemon juice', 'oz'), (u'1', u'maple syrup', 'teaspoon'), (None, u'Dash orange bitters', None)]","Combine ingredients in a shaker, shake and strain into a chilled martini or cocktail glass."
,,Wreath of Barbs,"cranberry juice,grapefruit juice,Halloween,highball,pineapple juice,recipe,sweet drinks,Vodka",http://www.drinkoftheweek.com/drink_recipes/wreath-of-barbs/,"[(None, u'1 shot (1 \xbd oz) vodka\n', None), (u'1', u'cranberry juice', 'part'), (u'1', u'grapefruit juice', 'part'), (u'1', u'pineapple juice', 'part')]","In a shaker filled with ice, add the vodka and juices. Mix well and serve in a highball glass over ice."
,,Witch’s Punch,"Halloween,Halloween cocktails,Halloween punch,lemon juice,Pomegranate juice,punch,simple syrup,Skyy Infusions Citrus,Vodka",http://www.drinkoftheweek.com/drink_recipes/witch%e2%80%99s-punch/,"[(u'2', u'Skyy Infusions citrus vodka', 'oz'), (u'\xbd', u'fresh lemon juice', 'oz'), (u'\xbc', u'fresh pomegranate juice', 'oz'), (u'1', u'simple syrup', 'oz')]",Shake all ingredients well with ice and strain into a chilled highball glass. Garnish with blueberries and serve. 
,,Xango,"Cointreau,grapefruit juice,lemon,lemon peel,Light Rum,Rum,Triple Sec",http://www.drinkoftheweek.com/drink_recipes/xango/,"[(u'1 \xbd', u'light rum', 'oz'), (u'\xbd', u'cointreau or triple sec', 'oz'), (u'1', u'grapefruit juice', 'oz'), (None, u'Lemon peel', None)]","Combine ingredients except the lemon peel in shaker, shake and strain into a chilled martini or cocktail glass, or combine the ingredients in a blender with one cup of ice, blend 15–20 seconds until smooth and pour into a chilled martini or cocktail glass."
,,Woo Woo,"Peach Schnapps,Summer Coolers,Vodka",http://www.drinkoftheweek.com/drink_recipes/woo-woo/,"[(u'1', u'vodka', 'oz'), (u'1', u'peach schnapps', 'oz'), (u'2', u'cranberry juice', 'oz')]","Fill a cocktail shaker with ice. Combine ingredients and shake well, strain into a cocktail shaker. Can also be served as a shooter. In that case reduce liquors to 3/4 oz each and the Cranberry to 1/2 oz serve in a rocks glass."
,,Woo Woo #2,"Peppermint Schnapps,Summer Coolers,Vodka",http://www.drinkoftheweek.com/drink_recipes/woo-woo-2/,"[(u'\xbe', u'vodka', 'oz'), (u'\xbe', u'peppermint schnapps', 'oz')]",Combine ingredients into an old-fashioned glass filled with ice.
,,Witches Brew #3,"Bacardi 151,caliche rum,dark rum,grenadine,Gummy Worms,Halloweeb Punch,Halloween,lime juice,pineapple juice,simple syrup",http://www.drinkoftheweek.com/drink_recipes/witches-brew/,"[(u'2.25', u'Caliche Rum', 'oz'), (u'2.25', u'Dark Rum', 'oz'), (u'1.25', u'Bacardi 151', 'oz'), (u'2.5', u'Pineapple Juice', 'oz'), (u'0.75', u'Lime Juice', 'oz'), (u'0.75', u'Simple Syrup', 'oz'), (u'1.25', u'Grenadine', 'oz'), (None, u'A multitude of Gummy Worms!\n', None), (None, u'As many silly straws as desired', None)]","Fill a large goblet (or large glass) with ice and add Caliche Rum, Dark Rum, Bacardi 151, Pineapple Juice, Lime Juice, Simple Syrup and Grenadine. Use a bar spoon to stir the drink until all of the ingredients are combined, creating a pinkish red color. Throw in a handful of gummy worms and the appropriate amount of silly straws needed for sharing. "
,,X Meeting Mrs. Bing,"Movie and TV MILFs and their Cocktails,Peach Schnapps,pineapple juice,X-Rated Fusion Liqueur",http://www.drinkoftheweek.com/drink_recipes/x-meeting-mrs-bing/,"[(u'2', u'X-Rated Fusion Liqueur', 'parts'), (u'1', u'peach schnapps', 'part'), (None, u'Splash of pineapple juice', None)]",Mix ingredients into a pink glass and shake over ice. Strain and serve in a chilled martini glass.
,,Witch’s Brew #2,"Champagne,champagne cocktails,Creme de Cassis,Halloween,Halloween Drinks,Vodka",http://www.drinkoftheweek.com/drink_recipes/witch%e2%80%99s-brew-2/,"[(u'1', u'Godiva Chocolate Raspberry Infused Vodka', 'ounce'), (u'1/2', u'cr\xe8me de Cassis', 'ounce'), (None, u'Champagne', None)]",Combine Godiva Chocolate Raspberry Infused Vodka and Crème de Cassis in a cocktail shaker filled with ice. Shake well and strain into a champagne flute. Top off drink with chilled champagne.
,,Woodward Eggnog,"christmas,cinnamon,egg,eggnog,heavy cream,holiday punches,Holidays & Themes,nutmeg,Rum,sailor jerry,simple syrup,Tuaca",http://www.drinkoftheweek.com/drink_recipes/woodward-eggnog/,,
,,Winter Sour,"Campari,christmas,egg whites,Holiday Drinks,Holidays,honey syrup,ice,Meyer lemon juice,rosemary",http://www.drinkoftheweek.com/drink_recipes/winter-sour/,"[(u'1', u'Campari', 'oz'), (u'1 \xbd', u'Meyer lemon juice', 'oz'), (u'1 \xbd', u'clover honey syrup', 'oz'), (None, u'2 inches of fresh rosemary\n', None), (u'1', u'of egg white', 'oz')]","In a mixing glass, strip the leaves of 2 inches of rosemary and muddle lightly. Add the Meyer lemon juice and egg white and dry shake for 5 seconds. Add the Campari and honey syrup and fill with ice. Shake well for 10 seconds and strain up. No garnish."
,,Witch’s Brew,"black grapes,Champagne,Halloween,Halloween cocktails,Halloween punch,lemon lime soda,orange juice,orange sherbert,punch,sugar,Vodka",http://www.drinkoftheweek.com/drink_recipes/witchs-brew/,"[(None, u'2 bottles of champagne\n', None), (u'1', u'orange juice', 'gallon'), (u'\xbd', u'orange sherbet', 'gallon'), (None, u'1 bunch black grapes, peeled\n', None), (None, u'Sugar to taste\n', None), (None, u'2 liters of lemon-lime soda\n', None), (None, u'Dry ice\n', None), (None, u'Grapes for garnish ', None)]","Combine Champagne and orange juice in large punch bowl. Scoop sherbet into bowl until it has produced a nice scum over the top. Add sugar to taste if desired. Float peeled grapes in mixture, and garnish bowl with the rest of the grapes. Drop in pieces of dry ice for steaming effect, but note that no one should put dry ice in his/her mouth. If you want to raise or lower the alcohol content in the punch, add vodka, or clear soda respectively."
,,Winter Wonderland,"Bailey's,Bailey's Irish Cream,Holidays & Themes,Liqueurs,simple cocktails,Vodka,Voli Vodka,winter cocktails,winter drinks",http://www.drinkoftheweek.com/drink_recipes/winter-wonderland-2/,"[(u'2', u'Voli Espresso Vanilla', 'oz'), (u'\xbd', u'Bailey\u2019s', 'oz')]","Shake and Strain. ,APPROX CALORIES: 150"
,,Winter Spice Sangria,"allspice,cinnamon sticks,clementines,cranberry juice,fruit,fruit juice,holiday punches,punch,Sandeman Founders Reserve,Schnapps,soda,THIS WEEK'S DRINK,wine",http://www.drinkoftheweek.com/drink_recipes/winter-spice-sangria/,,
,,Winter Cherry Punch,"almond milk,fruit juice,holiday cocktails,Holiday Drinks,Holidays & Themes,lime juice,Liqueurs,orange juice,Pucker Vodka,Vodka,winter cocktail,winter drinks",http://www.drinkoftheweek.com/drink_recipes/winter-cherry-punch/,"[(u'1 \xbd', u'Puck Cherry Tease Vodka', 'parts'), (u'\xbd', u'Velvet Falernum', 'part'), (u'\xbd', u'orange juice', 'part'), (u'\xbd', u'lime juice', 'part'), (u'1', u'almond milk', 'part'), (u'3 \u2013 4', u'Angostura Bitters', 'parts')]",Combine all ingredients in a cocktail shaker. Shake ingredients and serve over crushed ice
